hid,title,type,rating,read,last_read,synonyms,mal,anilist,mangaupdates
DJsxKqyy,This Martial Saint Is Way Too Generous,Reading,,87,2025-32-13,"这个武圣过于慷慨,This Warrior Is Too Generous,Zhège Wǔ Shèng Guòyú Kāngkǎi,Võ Thánh Này Cũng Quá Khẳng Khái,Võ Thánh Này Cũng Quá Mức Khẳng Khái,Võ Thánh Này Khảng Khái Quá Rồi,Zhege Wu Sheng Guoyu Kangkai,社畜転生して善行システムで最強武者になった件,This Martial Arts Saint Is Too Generous",,https://anilist.co/manga/185986,https://www.mangaupdates.com/series/7vuclh5
OY7hKOMr,Helmut: The Forsaken Child,Reading,,64,2025-32-13,"Helmut (Kim Nan Sae),Helmut (Honyo),헬무트,Helmut,Helmut: A Criança Abandonada,Helmut: El Niño Abandonado,ヘルムート～魔物に育てられた子～,赫尔穆特·魔物养育之子",https://myanimelist.net/manga/151242,https://anilist.co/manga/154782,https://www.mangaupdates.com/series/kjv5b8d
iOp386YG,Zatsuyou Fuyo Jutsushi ga Jibun no Saikyou ni Kizuku made,Reading,,20,2025-30-13,"雑用付与術師が自分の最強に気付くまで,Magical Buffs: The Support Caster Is Stronger Than He Realized!,Until the Chore Granting Sorcerer Realized His Strongest,Until the Chore-Granting Sorcerer Realized That He Is At His Strongest,Zatsuyou Fuyojutsushi ga Jibun no Saikyou ni Kidzuku made",https://myanimelist.net/manga/153949,https://anilist.co/manga/157787,https://www.mangaupdates.com/series/2dyna80
3qWpMbOh,Kings' Viking,Reading,,96,2025-33-13,"Ousamatachi no Viking,国王们的海盗,王様達のヴァイキング",https://myanimelist.net/manga/71741,https://anilist.co/manga/91476,https://www.mangaupdates.com/series/94063
eIludOK3,I Have Max Level Luck,Reading,,73,2025-33-13,"Nae Haenguneun Mallebida,Nae Haeng-Un-Eun Manleb-Ida,내 행운은 만렙이다,Моя Удача Максимального Уровня,My Luck Is Max Level,俺の幸運はカンストレベル",https://myanimelist.net/manga/153484,https://anilist.co/manga/154213,https://www.mangaupdates.com/series/ny4txix
rzvjhJIP,Log in With Max Level,Reading,,92,2025-33-13,"签到30天一拳爆星,Signed 30 Days and I Can Destroy a Star With One Punch,救世主はログインボーナスで無双したい!,After Signing in for 30 Days, I Can Annihilate Stars,Qiāndào 30 Tiān Yī Quán Bào Xīng,Qiandao 30 Tian Yi Quan Bao Xing,OP After 30 Days of Sign-in,Sign in with Star-Blasting Punch,Zero to Hero in 30 Days,救世主はログインボーナスで無双したい！,Log In With Max Level,Nhất Quyền Bạo Tinh,Điểm Danh 30 Ngày Tôi Có Thể Đấm Nát Sao Trời,The Savior's 30-Day Unstoppable Streak",,https://anilist.co/manga/145724,https://www.mangaupdates.com/series/191989
Q7FFmRrI,Assassin in Another World,Reading,,62,2025-29-13,"我在异界的弑神之路,Wo Zai Yi Jie De Shi Shen Zhi Lu,My Way Of Killing Gods In Another World,My Path to Killing Gods in Another World,I Walk On A Road To Slay Enemies In My Way In Other World,Camino a matar dioses en otro mundo,My Way of Killing Gods in Another World,Wo Zai Yijie De Shi Shen Zhi Lu,神殺しを極めた俺は最強プレイヤー,이세계에서 로그아웃하는 방법,Assassin in Another World,Sát Thần Chi Lộ Tại Dị Giới",,https://anilist.co/manga/136673,https://www.mangaupdates.com/series/183708
0xcLluEu,Doom Breaker,Reading,,66,2025-41-13,"闘神転生記～世界を救うセカンドチャンス～,斗神转生记,鬥神轉生記,Doom Breaker: Venganza contra los Dioses,Новая жизнь убийцы богов,To a New Life,Reincarnation of the Suicidal Battle God,A Battle God's Second Chance,เกิดใหม่นักรบพันธุ์ระห่ำ,투신전생기,A Reencarnação do Deus da Guerra,Tusinjeonsaenggi,The Battle God's Return,Руйнівник долі,بازگشت خدای جنگ مرگبار,Reencarnación del Dios de la Batalla Suicida,Tusin Jeonsaenggi,عودة إله الحرب,เกิดใหม่นักรบพันธุ์ระห่ำ 2,عودة إله الحرب,เกิดใหม่นักรบพันธุ์ระห่ำ 2",https://myanimelist.net/manga/147172,https://anilist.co/manga/136220,https://www.mangaupdates.com/series/184132
hCfI23ss,"""Hon'yaku"" no Sainou de Ore Dake ga Sekai o Kaihen Dekiru Ken: Hazure Sainou ""Hon'yaku"" de Kizukeba Sekai Saikyou ni Nattemashita",Reading,,23.1,2025-35-13,"The Story of How I Can Change the World with My Skill ""Translation"": How I Used ""Translation"" to Become the World's Strongest!,Only My Undesirable Translation Talent Can Change the World,【翻訳】の才能で俺だけが世界を改変できる件　～ハズレ才能【翻訳】で気付けば世界最強になってました～,""Honyaku"" no Sainou de Ore Dake ga Sekai wo Kaihen Dekiru Ken,The Story of How I Can Change the World With My Skill ""Translation"",The Story of How I Can Change the World With My Skill ""Translation"": How I Used {Translation} to Become the World's Strongest!,The Story of How I Can Change the World With My Skill {Translation} ~ How I Used {Translation} to Become the World's Strongest!,The Story of How I Can Change the World With My Skill {Translation} ~ How I Used {Translation} to Become the World’s Strongest!,【翻訳】の才能で俺だけが世界を改変できる件,""Honyaku"" no Sainou de Ore Dake ga Sekai wo Kaihen Dekiru Ken ~Hazure Sainou ""Honyaku"" de Kizukeba Sekai Saikyou ni Nattemashita~",https://myanimelist.net/manga/164800,https://anilist.co/manga/177532,https://www.mangaupdates.com/series/mkf4ofi
7ERhbvZw,Peerless Dad,Reading,,268,2025-34-13,"Abhishek,Matchless,父无双,아비무쌍 시즌2,Pai Incomparável,아비무쌍,Padre Incomparable,ท่านพ่อไร้เทียมทาน,Peerless Father,Matchless Dad,Безупречный отец,Father, Unrivaled,Padre Sin Par,父無双,Abimussang,Le Père Hors Pair,Bố Vô Song",,https://anilist.co/manga/104271,https://www.mangaupdates.com/series/149790
EQ3Smd37,The Supreme Way,Reading,,90,2025-37-13,"Vô Thượng Thần Đồ,无上神途,Wu Shang Shen Tu,Wú Shàng Shén Tú,The Supreme Godly Way,Divine Path to Supremacy,El Camino Supremo",,https://anilist.co/manga/157517,https://www.mangaupdates.com/series/99rau33
X5yImmVV,Lucky Striker,Reading,,75,2025-39-13,"운빨,Удача,Lucky Striker,Híper Suerte,Hyper Luck,Luck (ZOD),スライム掃除屋だったはずが、伝説のジョブを手に入れました,幸運玩家,欧皇开局我无敌！",https://myanimelist.net/manga/151627,https://anilist.co/manga/150318,https://www.mangaupdates.com/series/1ekkz6b
amROUCO1,The Divine Twilight's Return,Reading,,114,2025-38-13,"부서진 성좌의 회귀,Возвращение разбитого созвездия,El Retorno De La Constelación Rota,Return of the Shattered Constellation,Return of the Broken Constellation,Le Retour de la constellation brisée,ラグナロク～壊れた星座の回帰～,破碎圣座的回归,破碎星座的回归",https://myanimelist.net/manga/146385,https://anilist.co/manga/143117,https://www.mangaupdates.com/series/192302
QlrLft_d,Reader,Reading,,168,2025-37-13,"Leitor,Читатель,리더-읽는자,리더(Reader)-읽는자,리더,The True Reader,The Best Reader,Leader Reader,Lector,Reader〜活字中毒者が大魔導士の後継ぎになった〜",https://myanimelist.net/manga/148614,https://anilist.co/manga/120158,https://www.mangaupdates.com/series/166521
ayoyJW4t,I Became the Youngest Prince in the Novel,Reading,,46,2025-39-13,"小説の中の末皇子になった,소설 속 막내황자가 되었다,Soseol Sok Mangnaehwangjaga Doeeotda",https://myanimelist.net/manga/170872,https://anilist.co/manga/173543,https://www.mangaupdates.com/series/shgcuej
VUfUqHw0,Nightwatcher,Reading,,48,2025-37-13,"Dafeng's Night Squad,Dà Fèng Dǎ Gēng Rén,大奉打更人,Đại Phụng Đả Canh Nhân,Da Feng Da Geng Ren,Dafeng Guardian,Dà Fèng Dǎ Gēng Rén,Guardians of the Dafeng,Đại Phụng Đả Canh Nhân,大奉打更人,절대타경,Dafeng's Night Squad,절대타경,Da Feng Da Geng Ren",,https://anilist.co/manga/168687,https://www.mangaupdates.com/series/192890
sOq6FlHK,The Iron-Blooded Necromancer Has Returned,Reading,,40,2025-05-13,철혈의 네크로맨서가 귀환했다,,,https://www.mangaupdates.com/series/6tpxfh0
b2W9a0dp,Boukenka ni Narou! Skill Board de Dungeon Kouryaku,Reading,,35,2025-55-13,"冒険家になろう! ~スキルボードでダンジョン攻略~,모험가가 되자! ~스킬보드로 던전 공략~,Стать авантюристом! ~ Как пройти подземелье с помощью панели навыков ~,Bouken-ka ni Narou! ~Skill Board de Dungeon Kouryaku~,Boukenka ni Narou! ~Skill Board de Dungeon Kouryaku~,Bouken-ka ni Narou!,Bouken-ka ni Narou! ~ Sukiruboodo de Danjon Kouryaku ~,成為冒險家吧！ ~ 用技能面板攻略地下城 ~,成为冒险家吧！ ～用技能面板攻略地下城 ~,Bōken-ka ni Narou! ~ Skillboard de Dungeon Kōryaku ~,Become an Adventurer! ~Defeating Dungeons with a Skillboard~,Let's Be an Adventurer! ~Defeating Dungeons with a Skill Board~,CALL TO ADVENTURE! Defeating Dungeons with a Skill Board,Bouken-ka ni Narou! ~ Sukiruboudo de Dungeon Kouryaku ~,Let's Become a Hunter! ~Defeating Dungeons with a Skillboard~,Стать авантюристом! Как пройти подземелье с помощью панели навыков,Bouken-ka ni Narou!: Skill Board de Dungeon Kouryaku",https://myanimelist.net/manga/116008,https://anilist.co/manga/105651,https://www.mangaupdates.com/series/150604
6d9gO08V,Estio,Reading,,71,2025-38-13,"利沙度,读心少年利沙度,에스티오,Эстио,異能力者エスティオ,Éstio",https://myanimelist.net/manga/148963,https://anilist.co/manga/144767,https://www.mangaupdates.com/series/193751
pSazgFs3,The 6-Year-Old Sage Wants to Hide in the Shadows (Official),Reading,,16,2025-42-13,"6-sai no Kenja wa Hikage no Michi wo Ayumitai,6歳の賢者は日陰の道を歩みたい,6-sai no Kenja wa Hikage no Michi o Ayumitai,The Eminence in Shadow of the Strongest 6 Year Old Sage",https://myanimelist.net/manga/134848,https://anilist.co/manga/127719,https://www.mangaupdates.com/series/174549
lNs_VOx5,Lu Bu's Life Simulator,Reading,,96,2025-43-13,"吕布的人生模拟器,Lu Bu's Life Story,Lu Bu's Life Simulator,Lǚbù De Rénshēng Mónǐ Qì,呂布の三国シミュレーター,삼국지 여포의 인생 시뮬레이터,Lvbu De Rensheng Moni Qi",,https://anilist.co/manga/160269,https://www.mangaupdates.com/series/jsc612g
5jauhnj3,Paying Cash to Become Immortal,Reading,,90,2025-02-13,"氪金成仙,Kè Jīn Chéng Xiān,商売上手の廃課金者,Becoming Immortal by Paying Cash",,https://anilist.co/manga/189497,https://www.mangaupdates.com/series/twbz44u
jAb8powD,My 1000th lifetime as a furnace,Reading,,39,2025-50-13,"Yīqiè Cóng Wǒ Chéngwéi Lú Dǐng Kāishǐ,Everything Started When I Became a Furnace,It All Started When I Became a Furnace,一切从我成为炉鼎开始,YIqie cong wo chengwei lu ding kaishi,My 1000th Lifetime as a Furnace,千度目の人生〜搾取され体質から脱出した男の逆襲,인생 1000회차에서 살아남기",,https://anilist.co/manga/157803,https://www.mangaupdates.com/series/nqk5lpj
k9ZYZtSG,The Martial Emperor's Life After Seclusion,Reading,,203,2025-55-13,"Жизнь императора войны после ухода в отставку,武帝隐居之后的生活,Life of a War Emperor After Retirement,Sinh Hoạt Của Võ Đế Sau Khi Ẩn Cư,La vida después de vivir en reclusión,Sinh Hoạt Thường Ngày Của Võ Đế Sau Khi Ẩn Cư,Wu Wi Yinju Zhihou de Shenguo,Wudi Yinju Zhihou de Shenguo,Wǔ Dì Yǐnjū Zhīhòu de Shēnghuó,Wǔdì Yǐnjū Zhīhòu de Shēnghuó,무제의 은둔생활",,https://anilist.co/manga/139671,https://www.mangaupdates.com/series/176928
ExsLZu7I,A Returner's Magic Should Be Special,Reading,,159,2025-41-13,"La magia de un retornado debe ser especial,帰還者の魔法は特別です,귀환자의 마법은 특별해야 합니다,พลังขั้นเทพของจอมเวทจุติใหม่,重生者的魔法一定要特別,Magician who Reversing Time,Магия вернувшегося должна быть особенной,Returner’s Special Magic,归还者的魔法要特别,Ma thuật đặc biệt của phù thủy quay ngược thời gian,Gwihwanjaui Mabeobeun Teukbyeolhaeya Hamnida,A Magia de um Retornado Tem de Ser Especial,Gwihwanjaui Mabeobeun,Kikan-sha no mahou wa tokubetsudesu,Магія поверненого має бути особливою,귀환자의 마법은 특별해야 합니다 (Original)",https://myanimelist.net/manga/132247,https://anilist.co/manga/105393,https://www.mangaupdates.com/series/151385
T3z2E2Wu,A True Martial World,Reading,,33,2025-42-13,真武世界,,https://anilist.co/manga/145699,https://www.mangaupdates.com/series/minrqmj
8zDsKkvC,Soul of Burning Steel,Reading,,32,2025-51-13,"Rán Gāng Zhī Hún,燃钢之魂,Spirit Of Blazing Steel,Ran Gang Zhi Hun,メイド神機を使いこなす俺は超時空の最強英雄,Soul of Searing Steel",,https://anilist.co/manga/195027,https://www.mangaupdates.com/series/w7ncb0r
6xXoTVqw,Mage Again,Reading,,28,2025-52-13,"마법사랑해,魔法使いラブ",,https://anilist.co/manga/138659,https://www.mangaupdates.com/series/190071
4p4yA2Uu,Tenohira Kaitaku Mura de Isekai Kenkokuki ~Fueteku Yome-tachi to Nonbiri Mujintou Life~,Reading,,39,2025-52-13,"Tenohira Pioneer Village,在掌中開拓村的異世界建國記,在掌中开拓村的异世界建国记,てのひら開拓村で異世界建国記 ～増えてく嫁たちとのんびり無人島ライフ～,Foundation of a State in Another World With a Hand-Built Colony Village: Carefree Life on an Uninhabitated Island With an Increasing Number of Brides,With Single Palm Founding a Pioneering Village a in Another World: Live With The Married Girls in Uninhabited Island Life,Country Building Story in Another World with the Pioneering Village in His Palm: Easy Life on the Uninhabited Island with His Ever-Increasing Wives,てのひら開拓村で異世界建国記〜増えてく嫁たちとのんびり無人島ライフ〜,In the Developing Village in the Palm of His Hand, Another World's Record of the Founding of a Country - Laid-back Desert Island Life with an Increasing Number of Brides,With a Single Palm Founding a Pioneering Village in Another World - Live with the Married Girls in an Uninhabited Island Life,掌中开拓村的异世界建国记,掌中開拓村的異世界建國記,Tenohira Kaitakumura de Isekai Kenkouki - Fueteku Yome-tachi to Nonbiri Mujintou Life,Tenohira Kaitaku Mura de Isekai Kenkoku-ki ~ Fuete ku Yome-tachi to Nonbiri Mujintō Life ~,Tenohira Kaitakumura de Isekai Kenkouki ~Fueteku Yome-tachi to Nonbiri Mujintou Raifu~",https://myanimelist.net/manga/117271,https://anilist.co/manga/111423,https://www.mangaupdates.com/series/152212
WEkipeDF,Lady Baby,Reading,,176,2025-51-13,"La dama bebé,La dame bébé,레이디 베이비,Leidi Beibi,重生为女婴,Леди-малышка,Hanımefendi bebek,Хатагтай охин,レディベイビー,LadyBaby宝贝小姐",https://myanimelist.net/manga/147534,https://anilist.co/manga/109271,https://www.mangaupdates.com/series/152855
nOGJVMzU,Reaper of the Drifting Moon,Reading,,60,2025-53-13,"Tử Thần Phiêu Nguyệt,Жнець Блукаючого Мiсяця,The Reaper (INKYO),The Reaper (INKYO),La Faucheuse de la lune errante,La Parca De La Muerte Lunar,Ceifador da Lua Cheia,La Faucheuse de la lune errante,La Parca De La Muerte Lunar,Жнець Блукаючого Мiсяця,사신표월,Sasinpyowol,Reaper of the Drifting Moon,Death God of the Drifting Moon,Grim Reaper's Floating Moon,La faucheuse de la lune errante,Жнец дрейфующей Луны,فرشته مرگ ماه سرگردان,死神漂月〜暗闇からの刺客〜,ملك الموت للقمر المنجرف,死神漂月,მოძრავი მთვარის მომკელი,El Asesino de la Luna a la Deriva,O Ceifador da Lua Cheia,WUNSZ",https://myanimelist.net/manga/150422,https://anilist.co/manga/153432,https://www.mangaupdates.com/series/mw8jsvc
XQMrxVIc,Everyone Regressed Except Me,Reading,,37,2025-08-13,"나만 빼고 다 회귀했다,Naman Ppaego Da Hoegwihaetda",,https://anilist.co/manga/174385,https://www.mangaupdates.com/series/r9ikzg2
d6Rn8JfD,Above Ten Thousand People,Reading,,303,2025-10-13,"Above Myriads,Người Trên Vạn Người,Beyond Myriad Peoples,万人之上,偽りの武神,萬人之上,Who is your Daddy,Por Encima de Miles de Personas,Who Is Your Daddy (Boyi Animation)",,https://anilist.co/manga/143355,https://www.mangaupdates.com/series/wu4pcna
Uvim8U9X,L.A.G,Reading,,105,2025-54-13,"언리미티드 패시브,LAG,Безграничные пассивные навыки,Habilidades Passivas Ilimitadas,Passifs infinis,Unlimited Passive,Limitless Passive Skills,L-A-G (Limitless Passive Skills),L-A-G,L.A.G～アンリミテッド・パッシブ～",,https://anilist.co/manga/150701,https://www.mangaupdates.com/series/u56mgqy
s8a2XKC2,The Gamer,Reading,,448,2025-51-13,"THE 게이머,Игрок,더 게이머,THE GAMER,Геймер,เซียนเกม นอกจอ,游侠,遊俠,اللاعب,بازیکن,Oyuncu,GRACZ,El Jugador",https://myanimelist.net/manga/146787,https://anilist.co/manga/85155,https://www.mangaupdates.com/series/103618
DLLLK6Tu,Real World Mobile,Reading,,75,2025-55-13,"リアルワールド：最強になったオタク,리얼월드 ; 밸런스붕괴자,Real World ; Balance Bunggoeja,Balance Breaker,Real World (Takeone Studio),Real-World,リアルワールド:最強になったオタク,리얼월드,리얼월드;밸런스붕괴자",https://myanimelist.net/manga/164697,https://anilist.co/manga/174637,https://www.mangaupdates.com/series/l4xhr6v
FtiLKcRV,Success Rate,Reading,,168,2025-10-13,"Я вижу процент успеха,I can see the success rate,Ta Có Thể Thấy Tỉ Lệ Thành Công,吾見成功率,吾见成功率,成功率が見えます,我可以睇到成功率,我能看到成功率,저는 성공률 보여요.,Super Lucky Mr. Fortune Teller (Mangatoon),나홀로 초능력자,Odds Are in My Favor",,,https://www.mangaupdates.com/series/171863
rSTglB5q,"Reborn as a Vending Machine, I Now Wander the Dungeon",Reading,,10,2025-04-13,"Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,自動販売機に生まれ変わった俺は迷宮を彷徨う,Moi quand je me réincarne en distributeur automatique,Reincarnated Into a Vending Machine,转生成自动贩卖机的我今天也在迷宫徘徊",https://myanimelist.net/manga/139032,https://anilist.co/manga/138436,https://www.mangaupdates.com/series/187719
DtKNbIGi,Ending Maker,Reading,,53,2025-53-13,"终结者,結局創造者,Создатель концовки,엔딩 메이커,Ending Meikeo,エンディング メーカー,Les Créateurs d'une Fin qui les Arrange,エンディングメーカー,结局制造者,엔딩메이커,Creador de finales",https://myanimelist.net/manga/150204,https://anilist.co/manga/150170,https://www.mangaupdates.com/series/o4y7mjk
nKG9u2zw,Library of Heaven's Path,Reading,,324,2025-06-13,"Tian Dao Library,Tian Dao Tu Shu Guan,天道图书馆,Tiandao Library,천도 도서관,Tiāndào Túshū Guǎn,Thiên Đạo Đồ Thư Quán",,https://anilist.co/manga/133467,https://www.mangaupdates.com/series/cuni113
IBE4TAOp,The Return of the Prodigious Swordmaster,Reading,,38,2025-25-13,"소드마스터로 회귀,Return to Sword Master,El regreso del Prodigioso Maestro de Espadas,Reborn as a Swordmaster,重生为剑之达人",https://myanimelist.net/manga/157496,https://anilist.co/manga/164385,https://www.mangaupdates.com/series/9l3uxx0
EniMlTmH,The Housekeeper of the Dungeon,Reading,,33,2025-57-13,"던전 안의 살림꾼,ダンジョン家事師は断れない！,Deonjeon An-ui Sallimkkun,Housekeeper in the Dungeon,The Homemaker of the Dungeon,The Housekeeper in the Dungeon,Dungeon Anui Sallimkkun,แม่บ้านแห่งดันเจี้ยน,地下城的当家人,地下城裡的家事達人,Emprega doméstica em uma masmorra,Housekeeper in a Dungeon",https://myanimelist.net/manga/170160,https://anilist.co/manga/174725,https://www.mangaupdates.com/series/1pyrlbv
JCbox1A7,The Returning Hero's Restaurant,Reading,,99,2025-07-13,"The Returned Hero's Backstreet Café,The Alley Restaurant of the Returned Soldier,Ресторан «Аллея возвратившегося солдата»,귀환용사의 골목식당,The Returning Warrior’s Alley Restaurant,กลับมาจากต่างโลกเพื่อเปิดร้านอาหาร,Street Restaurant of a Returned Hero,我儿子太强了！,Restaurante Callejero de un Héroe Retornado,Diner of The Returned Hero,Return Warrior's Alley Restaurant,帰還勇者の路地裏食堂,The Returning Hero's Restaurant,Cooking Hero",https://myanimelist.net/manga/152193,https://anilist.co/manga/146031,https://www.mangaupdates.com/series/196947
2FmGzNxp,Big Spender in a Busted Game,Reading,,30,2025-05-13,"Manggemui Hyeongeumsulsa,Cashmonger of Mangem,This Game Is Ruined,La grande spendacciona in un gioco rotto,A maga de dinheiro efetiva,นักเล่นแร่แปรธาตุสายเปย์,現金術師,网游的炼金术士,Cashman of a Ruined Game,The Cashier of the Magician,망겜의 현금술사",https://myanimelist.net/manga/164257,https://anilist.co/manga/173035,https://www.mangaupdates.com/series/u974jtj
YlR87s30,Absolute Master of the Senate,Reading,,44,2025-01-13,"월령검제,Moon Shadow Sword Emperor,月影剣帝（げつえいけんてい）,L'Empereur de l'ombre lunaire,Moon-Shadow Sword Emperor,月影劍帝",https://myanimelist.net/manga/162699,https://anilist.co/manga/160890,https://www.mangaupdates.com/series/ybwdy2o
sdKpYHEI,All Rounder,Reading,,,0000:00:00,"만능잡캐,Разносторонний человек,万能猎人,Multi-skill Collector,Manneungjapkae,All-Rounder,万能ザコキャラ,超能力少年",https://myanimelist.net/manga/164421,https://anilist.co/manga/144157,https://www.mangaupdates.com/series/190193
IIcT11iU,Shikkaku kara Hajimeru Nariagari Madou Shidou!,Reading,,12.5,2025-58-13,"失格から始める成り上がり魔導師道!,Start up from disqualification. The rising of the sorcerer road,The Upcoming Magician's Road That Started from Disqualification,The Magician Who Rose From Failure,失格から始める成り上がり魔導師道! THE COMIC",https://myanimelist.net/manga/159062,https://anilist.co/manga/130044,https://www.mangaupdates.com/series/169818
eOytzRrE,The Exclusive Contractor's Quitting Chronicles,Reading,,29,2025-56-13,"The Exclusive Contractor's Quitting Chronicles,공무원 헌터의 S급 퇴사일지,Civil Servant Hunter's S-Class Resignation Log",https://myanimelist.net/manga/171490,https://anilist.co/manga/176769,https://www.mangaupdates.com/series/ryx8zz7
e1PO4WU6,Beyond the Sky,Reading,,99,2025-56-13,"Qióng Dǐng Zhī Shàng,Above the Dome,穹顶之上,Beyond the Sky (Bai Xiao),Khung Đỉnh Chi Thượng,Qiong Ding Zhi Shang,アジュール・ウォーズ",,https://anilist.co/manga/159605,https://www.mangaupdates.com/series/191288
LjntEAVA,I Upgrade by Rewarding Apprentices,Reading,,88,2025-42-21,"我靠打赏徒弟升级,I Rely on Rewarding Apprentices to Upgrade,Tôi Thăng Cấp Bằng Cách Thưởng Cho Những Đệ Tử,Wǒ Kào Dǎ Shǎng Túdì Shēngjí,弟子に褒美を与えたらレベルアップした,Actualizó Recompensando a mis Aprendices,Wo Kao Da Shang Tudi Shengji",,https://anilist.co/manga/171908,https://www.mangaupdates.com/series/ebf4hr5
n6JgEZJT,I Am the Dengle,Reading,,13,2025-57-13,"亡灵天使,Wánglíng Tiānshǐ,I Am the Angel of Death,I Am the Dengle,Vong Linh Thiên Sứ,Undead Angel",,,https://www.mangaupdates.com/series/6bzwfce
a3pZO8_S,Picked up From Another World,Reading,,181,2025-58-13,"I Picked It Up From Another World,I Picked a Mobile From Another World,다른 세계에서 주워왔습니다,別の世界から拾ってきました,Я прибыл из другого мира,Tôi nhặt được điện thoại từ thế giới khác",https://myanimelist.net/manga/170031,https://anilist.co/manga/148263,https://www.mangaupdates.com/series/182932
HB3vl6NW,Denounce,Reading,,59,2025-00-13,"디나운스,Denunciation",,https://anilist.co/manga/149704,https://www.mangaupdates.com/series/195717
wtcLE4ga,Out,Reading,,178,2025-01-13,"Выход,アウト,Auto,アウト (II),Out (MIZUTA Makoto)",https://myanimelist.net/manga/70557,https://anilist.co/manga/91203,https://www.mangaupdates.com/series/80244
DVdjazbG,Was Manager Seo Disposed of as an Industrial Accident?,Reading,,21,2025-02-13,"서과장은 산재처리 됐을까,Manager Seo Industrial Accident,Seo-Gwajangeun Sanjaecheori Dwaesseulkka,La Vie n'est qu'un Jeu,過勞死後異界重生,Are Adventurers Given Worker Compensation?,过劳死后异界重生",https://myanimelist.net/manga/178317,https://anilist.co/manga/177152,https://www.mangaupdates.com/series/ase6q52
ucZnDWKs,Debut or Die!,Reading,,63,2025-06-13,"デビューできないと死ぬ病気にかかってしまいました,Debut Dekinai to Shinu Byouki ni Kakatteshimaimashita,Debut Mot Hamyeon Jungneun Byeong Geollim,데뷔 못 하면 죽는 병 걸림,Debut or Death,Debut or Die,Debutar ou Morrer,If I Fail to Debut, I'll Get a Killer Disease,If You Don't Debut, You'll Die of Sickness,デビュ死,不出道就完蛋了,得了不出道就会死的病,患上不出道就會死的病,데못죽,Debuta o muere,Debutar ou Morrer,데못죽,Debut or Death,Debut or Die,If I Fail to Debut, I'll Get a Killer Disease,If You Don't Debut, You'll Die of Sickness,不出道就完蛋了,得了不出道就会死的病,患上不出道就會死的病",https://myanimelist.net/manga/151061,https://anilist.co/manga/154361,https://www.mangaupdates.com/series/9nfgblf
aBV6yXRw,Monster Hunter,Reading,,27,2025-05-13,"신군,Новая армия,New Army,神軍,God Army,Monster Hunter (Gyunam),God's Army",https://myanimelist.net/manga/172526,https://anilist.co/manga/146189,https://www.mangaupdates.com/series/190475
v1d2L8S3,The Healing Solaris Cleric,Reading,,61,2025-13-13,"힐통령 - 태양의 사제,Manager Hill - Priest of the Sun,힐통령,The Healing Priest of the Sun,Le Prêtre du Soleil,Prêtre du Soleil,Жрец Солнца,冤种玩家的升级法,善戰補師太陽祭司,太陽の司祭,The Healing Solaris Cleric",https://myanimelist.net/manga/149948,https://anilist.co/manga/145261,https://www.mangaupdates.com/series/195463
kV_5fAwy,The Book of Lagier,Reading,,68,2025-38-13,"라지에르의 서,Книга Лазьера,ラジエルの書〜王子の契約〜,拉吉爱特之书",https://myanimelist.net/manga/149001,https://anilist.co/manga/136734,https://www.mangaupdates.com/series/185032
O8WJBnDb,Superstar Associate Manager,Reading,,90,2025-11-13,"Superstar Cheon Dae-ri,Superstar 千代理,Superstar 天代理,超级巨星千代理,슈퍼스타 천대리",,,https://www.mangaupdates.com/series/8mpzoya
fWnYoxG7,The Dark Mage’s Return to Enlistment,Reading,,50,2025-16-13,"귀환했는데 입대 전날이다,Returned to the Day I Joined the Army,I Returned, But It Was the Day Before My Enlistment,O Retorno do Mago Negro ao Alistamento,El retorno del mago oscuro del alistamiento,The Dark Mage's Return to Enlistment,Возвращение темного мага,Возвращение тёмного мага на военную службу,กลับโลกมนุษย์ทั้งที พรุ่งนี้ต้องเกณฑ์ทหารซะงั้น,异界凯旋后重返战场",https://myanimelist.net/manga/157232,https://anilist.co/manga/164122,https://www.mangaupdates.com/series/02oic5g
F3srOzIC,My Cultivator Girlfriend,Reading,,807,2025-13-24,"Wo De Tian Jie Nv You,我的天劫女友",,,
9YbGm6d_,I Just Want to Game in Peace,Reading,,91,2025-16-13,"我只想安静地打游戏,I Just Want to Play Games Quietly,Wǒ Zhǐ Xiǎng Ānjìng De Dǎ Yóuxì,I Just Want to Play the Game Quietly,Wo Zhi Xiang Anjing De Da Youxi,Let Me Game in Peace,異次元ゲームでレベルアップした俺が現実世界で王となる,Ta chỉ muốn an tĩnh chơi game",,https://anilist.co/manga/148511,https://www.mangaupdates.com/series/199877
tZryAebk,Seikatsu Mahou wa Hazure Skill janai,Reading,,7.2,2025-15-13,"生活魔法はハズレスキルじゃない,Lifestyle Magic is Not Worthless Skill",https://myanimelist.net/manga/166975,https://anilist.co/manga/168731,https://www.mangaupdates.com/series/tmjq7ai
